Time Date,School,Course,Passing Rate
25092011,CDC,SED,66.67
11032012,CDC,SED,100
30092012,CDC,SED,100
29092013,CDC,SED,100
26012014,CDC,SED,100
17082014,CDC,SED,83.33
29032015,CDC,SED,100
27092015,CDC,SED,75
25092016,CDC,SED,75
22052017,CDC,SED,66.67
24092017,CDC,SED,60
25032018,CDC,SED,50
30092018,CDC,SED,0
24032019,CDC,SED,50
29092019,CDC,SED,23.08
11032022,CDC,SED,100
29042022,CDC,SED,100
