Time Date,School,Course,Passing rate
11052018,LPU,CIVIL,54.17
14112019,LPU,CIVIL,70
10052019,LPU,CIVIL,0
25112021,LPU,CIVIL,25
12052022,LPU,CIVIL,20.83
