Time Date,School,Course,Passing rate
4112014,LCBA,PSYCH,50
11112015,LCBA,PSYCH,0
5092016,LCBA,PSYCH,0
20102016,LCBA,PSYCH,25
1112017,LCBA,PSYCH,25
7112017,LCBA,PSYCH,50
28052018,LCBA,PSYCH,0
9112018,LCBA,PSYCH,26.32
21102019,LCBA,PSYCH,38.1
5112019,LCBA,PSYCH,50
22022022,LCBA,PSYCH,50
