Time Date,School,Course,Passing Rate
16102015,AMA,ACCOUNTANCY,0
20102016,AMA,ACCOUNTANCY,0
29052017,AMA,ACCOUNTANCY,0
28052018,AMA,ACCOUNTANCY,0
27052019,AMA,ACCOUNTANCY,0
