"The performance of schools in the May 2019 Certified Public Accountant Licensure Examination in alphabetical order as per R.A. 8981 otherwise known as PRC Modernization Act of 2000 Section 7(m) ""To monitor the performance of schools in licensure examinations and publish the results thereof in a newspaper of national circulation"" is as follows:
MAY 2019 CERTIFIED PUBLIC ACCOUNTANT LICENSURE EXAMINATION PERFORMANCE OF SCHOOLS IN ALPHABETICAL ORDER",,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSE D,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
138,GOLDEN GATE COLLEGES,0,0,0,0,0.00%,0,1,0,1,0.00%,0,1,0,1,0.00%,
139,GORDON COLLEGE,0,7,0,7,0.00%,2,,,15,,2,19,1,22,9.09%,
,(for.OLONGAPO CITY COLL.),,,,,,,12,1,,13.33%,,,,,,
140,GREAT PLEBEIAN COLLEGE,0,5,0,5,0.00%,0,5,0,5,0.00%,0,10,0,10,0.00%,
141,GUAGUA NATIONAL COLLEGES,0,2,0,2,0.00%,0,6,0,6,0.00%,0,8,0,8,0.00%,
142,HOLY ANGEL UNIVERSITY,0,0,0,0,0.00%,12,17,0,29,41.38%,12,17,0,29,41.38%,
143,HOLY CROSS COLLEGE-,0,0,0,0,0.00%,0,,,2,,0,2,0,2,0.00%,
,PAMPANGA,,,,,,,2,0,,0.00%,,,,,,
144,HOLY CROSS OF DAVAO COLLEGE,2,23,0,25,8.00%,3,21,0,24,12.50%,5,44,0,49,10.20%,
145,HOLY NAME UNIVERSITY,21,3,2,26,80.77%,9,,,12,75.00%,30,6,2,38,78.95%,
,(for.DIVINE WORD-TAGBILARAN),,,,,,,3,0,,,,,,,,
146,HOLY TRINITY COLLEGE OF,1,4,0,5,20.00%,0,,,5,0.00%,1,9,0,10,10.00%,
,GENERAL SANTOS CITY,,,,,,,5,0,,,,,,,,
147,HOLY TRINITY COLLEGE OF,0,3,0,3,0.00%,0,,,18,,0,21,0,21,0.00%,
,PUERTO PRINCESA,,,,,,,18,0,,0.00%,,,,,,
148,HUA SIONG COLLEGE OF ILOILO,1,28,0,29,3.45%,0,5,0,5,0.00%,1,33,0,34,2.94%,
149,ICCT COLLEGES,0,13,0,13,0.00%,0,,,13,0.00%,0,25,1,26,0.00%,
,"FOUNDATION,INC(INST.OF",,,,,,,12,1,,,,,,,,
,CREATIVE COMP TECH INC),,,,,,,,,,,,,,,,
150,IFUGAO STATE UNIVERSITY (for.,0,3,0,3,0.00%,0,,,4,0.00%,0,7,0,7,0.00%,
,IFUGAO SCAF)-LAGAWE,,,,,,,4,0,,,,,,,,
151,IMMACULATE CONCEPTION,0,1,0,1,0.00%,1,,,2,,1,2,0,3,33.33%,
,COLLEGE-BALAYAN,,,,,,,1,0,,50.00%,,,,,,
152,IMMACULATE HEART OF MARY,1,7,0,8,12.50%,0,,,0,,1,7,0,8,12.50%,
,COLLEGE-PARANAQUE,,,,,,,0,0,,0.00%,,,,,,
153,IMUS INSTITUTE OF SCIENCE &,0,0,0,0,0.00%,3,,,4,,3,1,0,4,75.00%,
,TECHNOLOGY-(FOR IMUS,,,,,,,1,0,,75.00%,,,,,,
,INSTITUTE),,,,,,,,,,,,,,,,
154,INTERNATIONAL SCHOOL OF,0,8,0,8,0.00%,4,,,15,,4,19,0,23,17.39%,
,ASIA & THE PACIFIC,,,,,,,11,0,,26.67%,,,,,,
155,INTERNATIONAL SCHOOL OF,0,6,0,6,0.00%,0,,,3,,0,9,0,9,0.00%,
,ASIA & THE PACIFIC-TABUK,,,,,,,3,0,,0.00%,,,,,,
,BRANCH,,,,,,,,,,,,,,,,
156,INTERWORLD COLLEGES,0,1,0,1,0.00%,0,,,1,,0,2,0,2,0.00%,
,FOUNDATION-PANIQUI (ICT),,,,,,,1,0,,0.00%,,,,,,
157,ISABELA STATE UNIVERSITY-,3,2,1,6,50.00%,3,,,8,,6,5,3,14,42.86%,
,ECHAGUE,,,,,,,3,2,,37.50%,,,,,,
158,JAMIATUL PHILIPPINE AL-ISLAMIA,0,1,0,1,0.00%,0,1,0,1,0.00%,0,2,0,2,0.00%,
159,JOHN PAUL COLLEGE,0,0,0,0,0.00%,0,3,0,3,0.00%,0,3,0,3,0.00%,
160,JOSE C. FELICIANO COLLEGE,0,1,0,1,0.00%,0,,,0,,0,1,0,1,0.00%,
,"FOUNDATION, INC (for. JCF SST)",,,,,,,0,0,,0.00%,,,,,,
161,JOSE MARIA COLLEGE,0,1,0,1,0.00%,0,4,0,4,0.00%,0,5,0,5,0.00%,
162,JOSE RIZAL MEMORIAL STATE,1,6,1,8,12.50%,1,,,7,,2,12,1,15,13.33%,
,UNIVERSITY-DAPITAN,,,,,,,6,0,,14.29%,,,,,,
163,JOSE RIZAL UNIVERSITY (for.JRC),2,0,1,3,66.67%,1,5,0,6,16.67%,3,5,1,9,33.33%,
164,KABANKALAN CATHOLIC,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,COLLEGE,,,,,,,1,0,,0.00%,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
165,KALINGA STATE UNIVERSITY(FOR,0,1,0,1,0.00%,0,5,0,5,,0,6,0,6,0.00%,
,KALINGA APAYAO STATE COLL),,,,,,,,,,0.00%,,,,,,
166,KINGFISHER SCHOOL OF,10,3,3,16,62.50%,1,,,1,,11,3,3,17,64.71%,
,BUSINESS AND FINANCE,,,,,,,0,0,,100.00%,,,,,,
167,KING'S COLL. OF THE,0,16,0,16,0.00%,0,,,7,,0,23,0,23,0.00%,
,"PHILIPPINES-BAMBANG INC.(ELC,",,,,,,,7,0,,0.00%,,,,,,
,INC),,,,,,,,,,,,,,,,
168,KING'S COLLEGE OF THE,1,14,0,15,6.67%,1,,,28,,2,41,0,43,4.65%,
,PHILIPPINES INC.- BENGUET (for,,,,,,,27,0,,3.57%,,,,,,
,E.L.C),,,,,,,,,,,,,,,,
169,KOLEHIYO NG SUBIC,0,10,0,10,0.00%,0,8,0,8,0.00%,0,18,0,18,0.00%,
170,KORBEL FOUNDATION COLLEGE-,0,0,0,0,0.00%,1,,,1,100.00%,1,0,0,1,100.00%,
,KORONADAL CITY,,,,,,,0,0,,,,,,,,
171,LA CONCEPCION COLLEGE-,0,2,0,2,0.00%,0,,,0,,0,2,0,2,0.00%,
,BULACAN,,,,,,,0,0,,0.00%,,,,,,
172,LA CONSOLACION COLLEGE-DAET,0,0,0,0,0.00%,0,1,0,1,0.00%,0,1,0,1,0.00%,
173,LA CONSOLACION COLLEGE-,4,69,1,74,5.41%,16,,,70,22.86%,20,120,4,144,13.89%,
,MANILA,,,,,,,51,3,,,,,,,,
174,LA CONSOLACION COLLEGE-,0,0,0,0,0.00%,0,,,4,0.00%,0,4,0,4,0.00%,
,TANAUAN,,,,,,,4,0,,,,,,,,
175,LA CONSOLACION UNIVERSITY,0,1,0,1,0.00%,2,,,4,,2,3,0,5,40.00%,
,PHILIPPINES(for. U.REGINA,,,,,,,2,0,,50.00%,,,,,,
,CARMELI),,,,,,,,,,,,,,,,
176,LA PATRIA COLLEGE INC.(FOR,1,1,0,2,50.00%,1,,,2,,2,2,0,4,50.00%,
,PATRIA SABLE CORPUS COLLEGE,,,,,,,1,0,,50.00%,,,,,,
,INC.),,,,,,,,,,,,,,,,
177,LA SALLE COLLEGE-ANTIPOLO(LA,0,2,0,2,0.00%,0,,,8,0.00%,0,10,0,10,0.00%,
,SALLE SCHOOL),,,,,,,8,0,,,,,,,,
178,LA SALLE UNIVERSITY,8,18,3,29,27.59%,0,,,22,0.00%,8,39,4,51,15.69%,
,(for.IMMA.CONCEPCION-LA SALLE),,,,,,,21,1,,,,,,,,
179,LAGUNA COLLEGE,1,1,1,3,33.33%,8,11,2,21,38.10%,9,12,3,24,37.50%,
180,LAGUNA COLLEGE OF BUSINESS,0,4,0,4,0.00%,2,,,15,,2,16,1,19,10.53%,
,& ARTS,,,,,,,12,1,,13.33%,,,,,,
181,LAGUNA NORTHWESTERN,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,COLLEGE,,,,,,,1,0,,0.00%,,,,,,
182,LAGUNA SANTIAGO,0,0,0,0,0.00%,0,,,2,,0,2,0,2,0.00%,
,"EDUCATIONAL FOUNDATION, INC.",,,,,,,2,0,,0.00%,,,,,,
183,LAGUNA STATE POLYTECHNIC,0,10,0,10,0.00%,1,,,11,,1,20,0,21,4.76%,
,UNIVERSITY-LOS BAÑOS,,,,,,,10,0,,9.09%,,,,,,
184,LAGUNA STATE POLYTECHNIC,0,4,0,4,0.00%,1,,,6,,1,9,0,10,10.00%,
,UNIVERSITY-SINILOAN,,,,,,,5,0,,16.67%,,,,,,
185,LAGUNA STATE POLYTECHNIC,0,7,1,8,0.00%,3,,,7,,3,11,1,15,20.00%,
,UNIV-SN PABLO(LSPC),,,,,,,4,0,,42.86%,,,,,,
186,"LAGUNA UNIVERSITY-STA CRUZ,",0,10,1,11,0.00%,0,,,5,,0,15,1,16,0.00%,
,LAGUNA,,,,,,,5,0,,0.00%,,,,,,
187,LAS PIÑAS COLLEGE,0,0,0,0,0.00%,0,3,0,3,0.00%,0,3,0,3,0.00%,
188,LEON GUINTO MEMORIAL,0,1,0,1,0.00%,0,,,0,,0,1,0,1,0.00%,
,COLLEGE,,,,,,,0,0,,0.00%,,,,,,
189,LICEO DE CAGAYAN UNIVERSITY,1,7,0,8,12.50%,3,14,1,18,16.67%,4,21,1,26,15.38%,
190,LIMAY POLYTECHNIC COLLEGE,0,0,0,0,0.00%,0,5,0,5,0.00%,0,5,0,5,0.00%,
191,LIPA CITY COLLEGES,0,1,0,1,0.00%,2,9,0,11,18.18%,2,10,0,12,16.67%,
192,LORMA COLLEGE,0,2,0,2,0.00%,1,8,0,9,11.11%,1,10,0,11,9.09%,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
193,LOURDES COLLEGE,0,2,0,2,0.00%,0,6,1,7,0.00%,0,8,1,9,0.00%,
194,LYCEUM NORTHWESTERN UNIV-,0,0,0,0,0.00%,1,,,5,,1,4,0,5,20.00%,
,DAGUPAN CITY,,,,,,,4,0,,20.00%,,,,,,
195,LYCEUM NORTHWESTERN-F.T.,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,DUQUE COLLEGE-URDANETA,,,,,,,1,0,,0.00%,,,,,,
196,LYCEUM OF ALABANG (for. NCST),0,0,0,0,0.00%,0,4,0,4,0.00%,0,4,0,4,0.00%,
197,LYCEUM OF APARRI,2,22,0,24,8.33%,0,18,0,18,0.00%,2,40,0,42,4.76%,
198,LYCEUM OF CEBU- CEBU CITY,0,6,0,6,0.00%,1,5,0,6,16.67%,1,11,0,12,8.33%,
199,LYCEUM OF NORTHERN LUZON,1,1,0,2,50.00%,1,2,0,3,33.33%,2,3,0,5,40.00%,
200,LYCEUM OF THE PHILIPPINES -,4,4,0,8,50.00%,9,,,15,,13,10,0,23,56.52%,
,"GEN TRIAS, CAVITE",,,,,,,6,0,,60.00%,,,,,,
201,LYCEUM OF THE PHILIPPINES,0,2,0,2,0.00%,2,,,14,14.29%,2,12,2,16,12.50%,
,"UNIVERSITY-BATANGAS,INC",,,,,,,10,2,,,,,,,,
202,LYCEUM OF THE PHILIPPINES,0,0,0,0,0.00%,2,,,5,40.00%,2,2,1,5,40.00%,
,UNIVERSITY-MANILA,,,,,,,2,1,,,,,,,,
203,LYCEUM OF THE PHILIPPINES-,0,4,0,4,0.00%,7,,,13,,7,9,1,17,41.18%,
,LAGUNA (for.LYCEUM INST.OF,,,,,,,5,1,,53.85%,,,,,,
,TECH),,,,,,,,,,,,,,,,
204,"LYCEUM SUBIC BAY, INC.",0,0,0,0,0.00%,0,3,0,3,0.00%,0,3,0,3,0.00%,
205,M. V. GALLEGO FOUNDATION,0,4,0,4,0.00%,0,,,2,0.00%,0,6,0,6,0.00%,
,COLLEGES,,,,,,,2,0,,,,,,,,
206,MABALACAT CITY COLLEGE-,0,0,0,0,0.00%,1,,,4,25.00%,1,3,0,4,25.00%,
,DOLORES,,,,,,,3,0,,,,,,,,
207,MABINI COLLEGE-DAET,0,3,0,3,0.00%,4,9,1,14,28.57%,4,12,1,17,23.53%,
208,MAGSAYSAY MEMORIAL,0,2,0,2,0.00%,0,,,0,,0,2,0,2,0.00%,
,COLLEGE OF ZAMBALES,,,,,,,0,0,,0.00%,,,,,,
209,MALAYAN COLLEGES LAGUNA,0,1,0,1,0.00%,0,4,0,4,0.00%,0,5,0,5,0.00%,
210,MALLIG PLAINS,0,0,0,0,0.00%,0,,,2,,0,2,0,2,0.00%,
,COLLEGES(for.W.ISABELA PC),,,,,,,2,0,,0.00%,,,,,,
211,MANILA ADVENTIST,1,8,0,9,11.11%,0,,,9,,1,16,1,18,5.56%,
,COLLEGE(FOR MLA ADV. MCSMA),,,,,,,8,1,,0.00%,,,,,,
212,MANILA BUSINESS COLLEGE -,0,2,0,2,0.00%,1,,,1,,1,2,0,3,33.33%,
,"STA CRUZ, MANILA",,,,,,,0,0,,100.00%,,,,,,
213,MANILA CENTRAL UNIVERSITY-,1,7,0,8,12.50%,0,,,4,,1,11,0,12,8.33%,
,CALOOCAN CITY,,,,,,,4,0,,0.00%,,,,,,
214,"MANILA TYTANA COLLEGES, INC",3,5,0,8,37.50%,0,,,3,,3,8,0,11,27.27%,
,(for. MANILA DOCTORS COLL),,,,,,,3,0,,0.00%,,,,,,
215,MANUEL L. QUEZON UNIVERSITY,0,29,0,29,0.00%,4,45,0,49,8.16%,4,74,0,78,5.13%,
216,MANUEL S. ENVERGA UNIV.,0,3,0,3,0.00%,0,,,1,,0,4,0,4,0.00%,
,FOUNDATION-CANDELARIA,,,,,,,1,0,,0.00%,,,,,,
217,MANUEL S. ENVERGA UNIV.,3,23,2,28,10.71%,1,,,8,,4,29,3,36,11.11%,
,FOUNDATION-LUCENA CITY,,,,,,,6,1,,12.50%,,,,,,
218,MAPUA UNIVERSITY (FOR. M.I.T.) -,5,14,0,19,26.32%,0,,,3,,5,17,0,22,22.73%,
,MAKATI,,,,,,,3,0,,0.00%,,,,,,
219,MARIANO MARCOS STATE,1,0,0,1,100.00%,14,,,29,,15,10,5,30,50.00%,
,UNIVERSITY-BATAC,,,,,,,10,5,,48.28%,,,,,,
220,"MARY THE QUEEN COLLEGE, INC",0,0,0,0,0.00%,5,1,0,6,83.33%,5,1,0,6,83.33%,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
221,MARYHILL COLLEGE,0,0,0,0,0.00%,1,4,0,5,20.00%,1,4,0,5,20.00%,
222,MASBATE COLLEGES,0,2,0,2,0.00%,0,6,0,6,0.00%,0,8,0,8,0.00%,
223,MASTERS TECHNOLOGICAL,0,17,0,17,0.00%,2,,,71,,2,86,0,88,2.27%,
,INSTITUTE OF MINDANAO,,,,,,,69,0,,2.82%,,,,,,
224,MATER DEI COLLEGE-BOHOL,0,3,0,3,0.00%,0,9,0,9,0.00%,0,12,0,12,0.00%,
225,METRO DAGUPAN COLLEGES,0,1,0,1,0.00%,0,1,0,1,0.00%,0,2,0,2,0.00%,
226,MEYCAUAYAN COLLEGE,0,0,0,0,0.00%,0,4,0,4,0.00%,0,4,0,4,0.00%,
227,MICRO ASIA COLLEGE OF,0,1,0,1,0.00%,0,,,0,,0,1,0,1,0.00%,
,SCIENCE & TECHNOLOGY,,,,,,,0,0,,0.00%,,,,,,
228,MINDANAO STATE UNIVERSITY-,0,7,0,7,0.00%,8,,,24,,8,22,1,31,25.81%,
,GEN. SANTOS CITY,,,,,,,15,1,,33.33%,,,,,,
229,MINDANAO STATE UNIVERSITY-,0,4,0,4,0.00%,10,,,33,30.30%,10,27,0,37,27.03%,
,ILIGAN INSTITUTE OF,,,,,,,23,0,,,,,,,,
,TECHNOLOGY,,,,,,,,,,,,,,,,
230,MINDANAO STATE UNIVERSITY-,1,20,0,21,4.76%,5,,,24,20.83%,6,36,3,45,13.33%,
,MARAWI CITY,,,,,,,16,3,,,,,,,,
231,MINDANAO STATE UNIVERSITY-,0,0,0,0,0.00%,0,,,6,,0,6,0,6,0.00%,
,NAAWAN,,,,,,,6,0,,0.00%,,,,,,
232,MIRIAM COLLEGE,3,3,1,7,42.86%,0,,,3,,3,6,1,10,30.00%,
,"(for.MARYKNOLL COLL.FDTN,INC)",,,,,,,3,0,,0.00%,,,,,,
233,MISAMIS UNIVERSITY-OZAMIS,0,0,0,0,0.00%,0,,,3,0.00%,0,3,0,3,0.00%,
,CITY,,,,,,,3,0,,,,,,,,
234,MONDRIAAN AURA COLLEGE,0,7,0,7,0.00%,1,14,0,15,6.67%,1,21,0,22,4.55%,
235,MOUNT CARMEL COLLEGE-BALER,0,0,0,0,0.00%,0,1,0,1,0.00%,0,1,0,1,0.00%,
236,MOUNTAIN PROV. STATE,1,16,2,19,5.26%,2,,,20,,3,34,2,39,7.69%,
,POLYTECHNIC COLLEGE-BONTOC,,,,,,,18,0,,10.00%,,,,,,
237,MOUNTAIN VIEW COLLEGE,1,6,0,7,14.29%,0,0,0,0,0.00%,1,6,0,7,14.29%,
238,NAGA COLLEGE FOUNDATION,0,0,0,0,0.00%,0,7,0,7,0.00%,0,7,0,7,0.00%,
239,NATIONAL COLLEGE OF,0,9,0,9,0.00%,0,,,7,,0,16,0,16,0.00%,
,BUSINESS & ARTS-CUBAO,,,,,,,7,0,,0.00%,,,,,,
240,NATIONAL COLLEGE OF,0,33,0,33,0.00%,3,,,53,,3,82,1,86,3.49%,
,BUSINESS & ARTS-FAIRVIEW,,,,,,,49,1,,5.66%,,,,,,
241,NATIONAL COLLEGE OF,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,BUSINESS & ARTS-MANILA,,,,,,,1,0,,0.00%,,,,,,
242,NATIONAL COLLEGE OF,0,11,0,11,0.00%,2,,,14,,2,22,1,25,8.00%,
,BUSINESS & ARTS-RIZAL,,,,,,,11,1,,14.29%,,,,,,
243,NATIONAL COLLEGE OF SCIENCE,0,4,0,4,0.00%,2,,,10,,2,12,0,14,14.29%,
,& TECHNOLOGY-DASMARINAS,,,,,,,8,0,,20.00%,,,,,,
244,NATIONAL POLYTECHNIC,0,3,0,3,0.00%,0,,,0,,0,3,0,3,0.00%,
,COLLEGE OF SCIENCE &,,,,,,,0,0,,0.00%,,,,,,
,TECHNOLOGY,,,,,,,,,,,,,,,,
245,NATIONAL TEACHER'S COLLEGE,0,3,0,3,0.00%,0,2,0,2,0.00%,0,5,0,5,0.00%,
246,NATIONAL UNIVERSITY-MANILA,4,34,0,38,10.53%,2,12,0,14,14.29%,6,46,0,52,11.54%,
247,NEGROS ORIENTAL STATE,0,1,0,1,0.00%,0,,,0,,0,1,0,1,0.00%,
,UNIVERSITY (CVPC)-BAYAWAN,,,,,,,0,0,,0.00%,,,,,,
248,NEGROS ORIENTAL STATE,0,3,0,3,0.00%,3,,,17,,3,15,2,20,15.00%,
,UNIVERSITY (CVPC)-DUMAGUETE,,,,,,,12,2,,17.65%,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
249,NEW ERA UNIVERSITY,1,8,0,9,11.11%,5,35,0,40,12.50%,6,43,0,49,12.24%,
250,NORTH CENTRAL MINDANAO,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,COLLEGES (CMTI),,,,,,,1,0,,0.00%,,,,,,
251,NORTHEASTERN COLLEGE,0,0,0,0,0.00%,1,13,0,14,7.14%,1,13,0,14,7.14%,
252,NORTHEASTERN MINDANAO,0,0,0,0,0.00%,0,,,3,,0,3,0,3,0.00%,
,COLL.,,,,,,,3,0,,0.00%,,,,,,
253,NORTHERN LUZON ADVENTIST,0,11,0,11,0.00%,0,,,7,0.00%,0,17,1,18,0.00%,
,COLLEGE,,,,,,,6,1,,,,,,,,
254,NORTHWESTERN UNIVERSITY,1,6,0,7,14.29%,6,25,0,31,19.35%,7,31,0,38,18.42%,
255,NOTRE DAME OF DADIANGAS,1,3,2,6,16.67%,0,,,2,,1,5,2,8,12.50%,
,"UNIVERSITY, INC",,,,,,,2,0,,0.00%,,,,,,
256,NOTRE DAME OF JOLO COLLEGE,0,7,0,7,0.00%,0,10,0,10,0.00%,0,17,0,17,0.00%,
257,NOTRE DAME OF KIDAPAWAN,0,0,0,0,0.00%,0,,,11,0.00%,0,10,1,11,0.00%,
,COLLEGE,,,,,,,10,1,,,,,,,,
258,NOTRE DAME OF MARBEL,0,1,0,1,0.00%,3,,,7,42.86%,3,5,0,8,37.50%,
,UNIVERSITY,,,,,,,4,0,,,,,,,,
259,NOTRE DAME OF MIDSAYAP,1,3,2,6,16.67%,4,,,8,,5,7,2,14,35.71%,
,COLLEGE,,,,,,,4,0,,50.00%,,,,,,
260,NOTRE DAME OF TACURONG,0,3,0,3,0.00%,0,,,11,,0,14,0,14,0.00%,
,COLLEGE,,,,,,,11,0,,0.00%,,,,,,
261,NOTRE DAME UNIVERSITY,0,0,0,0,0.00%,3,9,0,12,25.00%,3,9,0,12,25.00%,
262,OCCIDENTAL MINDORO,0,1,0,1,0.00%,0,,,0,0.00%,0,1,0,1,0.00%,
,COMMUNITY COLLEGE,,,,,,,0,0,,,,,,,,
263,OCCIDENTAL MINDORO STATE,0,0,0,0,0.00%,0,,,1,,0,1,0,1,0.00%,
,COLLEGE,,,,,,,1,0,,0.00%,,,,,,
264,OLIVAREZ COLLEGE-PARAÑAQUE,0,2,0,2,0.00%,0,0,0,0,0.00%,0,2,0,2,0.00%,
265,OUR LADY OF FATIMA,0,1,0,1,0.00%,2,,,12,,2,11,0,13,15.38%,
,UNIVERSITY-ANTIPOLO CITY,,,,,,,10,0,,16.67%,,,,,,
266,OUR LADY OF FATIMA,0,18,0,18,0.00%,4,,,27,,4,36,5,45,8.89%,
,"UNIVERSITY-PAMPANGA,INC(FOR",,,,,,,18,5,,14.81%,,,,,,
,EAST CC. INC),,,,,,,,,,,,,,,,
267,OUR LADY OF FATIMA,0,4,0,4,0.00%,0,,,8,,0,12,0,12,0.00%,
,UNIVERSITY-QC,,,,,,,8,0,,0.00%,,,,,,
268,OUR LADY OF FATIMA,1,6,2,9,11.11%,4,,,23,,5,24,3,32,15.63%,
,UNIVERSITY-VALENZUELA,,,,,,,18,1,,17.39%,,,,,,
269,OUR LADY OF THE PILLAR,0,0,0,0,0.00%,6,,,19,,6,11,2,19,31.58%,
,"COLLEGE - CAUAYAN, INC.",,,,,,,11,2,,31.58%,,,,,,
270,OUR LADY OF THE PILLAR,0,5,0,5,0.00%,1,,,15,,1,18,1,20,5.00%,
,"COLLEGE-SAN MANUEL, INC.",,,,,,,13,1,,6.67%,,,,,,
271,OXFORDIAN COLLEGE,0,1,0,1,0.00%,0,0,0,0,0.00%,0,1,0,1,0.00%,
272,PALAWAN POLYTECHNIC,0,1,0,1,0.00%,0,,,0,,0,1,0,1,0.00%,
,"COLLEGE, INC.",,,,,,,0,0,,0.00%,,,,,,
273,PALAWAN STATE UNIVERSITY-P.,4,23,1,28,14.29%,3,,,17,,7,36,2,45,15.56%,
,PRINCESA,,,,,,,13,1,,17.65%,,,,,,
274,PAMANTASAN NG CABUYAO,0,1,0,1,0.00%,2,8,0,10,20.00%,2,9,0,11,18.18%,
275,PAMANTASAN NG LUNGSOD NG,0,5,0,5,0.00%,2,,,13,,2,16,0,18,11.11%,
,MARIKINA,,,,,,,11,0,,15.38%,,,,,,
276,PAMANTASAN NG LUNGSOD NG,1,8,1,10,10.00%,25,,,65,,26,44,5,75,34.67%,
,MAYNILA,,,,,,,36,4,,38.46%,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SEQ.,SCHOOL,FIRST TIMERS,,,,,REPEATERS,,,,,OVERALL PERFORMANCE,,,,,
NO.,,,,,,,,,,,,,,,,,
,,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,PASSED,FAILED,COND,TOTAL,% PASSED,
277,PAMANTASAN NG LUNGSOD NG,0,0,0,0,0.00%,1,4,0,5,,1,4,0,5,20.00%,
,MUNTINLUPA (MPC),,,,,,,,,,20.00%,,,,,,
278,PAMANTASAN NG LUNGSOD NG,0,0,0,0,0.00%,0,,,2,,0,2,0,2,0.00%,
,PASAY,,,,,,,2,0,,0.00%,,,,,,
279,PAMANTASAN NG LUNGSOD NG,0,4,0,4,0.00%,2,,,10,,2,12,0,14,14.29%,
,PASIG,,,,,,,8,0,,20.00%,,,,,,
280,PAMANTASAN NG LUNGSOD NG,1,3,0,4,25.00%,5,,,17,,6,15,0,21,28.57%,
,VALENZUELA,,,,,,,12,0,,29.41%,,,,,,
281,PANPACIFIC UNIVERSITY NORTH,1,9,0,10,10.00%,0,,,5,0.00%,1,14,0,15,6.67%,
,PHILIPPINES (PANG.CST),,,,,,,5,0,,,,,,,,
282,PARTIDO STATE UNIVERSITY-,1,4,1,6,16.67%,2,,,8,25.00%,3,10,1,14,21.43%,
,(GOA)GAO,,,,,,,6,0,,,,,,,,
283,PASIG CATHOLIC COLLEGE,1,4,0,5,20.00%,1,4,0,5,20.00%,2,8,0,10,20.00%,
284,PASS COLLEGE (PHIL.,0,17,0,17,0.00%,2,,,8,,2,23,0,25,8.00%,
,ACCOUNTANCY & SCIENCE SCH.),,,,,,,6,0,,25.00%,,,,,,
285,PHILIPPINE CHRISTIAN,0,8,0,8,0.00%,1,,,8,12.50%,1,15,0,16,6.25%,
,UNIVERSITY-DASMARINAS,,,,,,,7,0,,,,,,,,
286,PHILIPPINE CHRISTIAN,1,4,0,5,20.00%,0,,,2,0.00%,1,6,0,7,14.29%,
,UNIVERSITY-MANILA,,,,,,,2,0,,,,,,,,
287,PHILIPPINE COLLEGE OF,0,2,0,2,0.00%,0,,,4,,0,6,0,6,0.00%,
,NORTHWESTERN LUZON,,,,,,,4,0,,0.00%,,,,,,
288,PHILIPPINE COLLEGE OF,0,4,0,4,0.00%,0,,,6,,0,10,0,10,0.00%,
,SCIENCE & TECHNOLOGY-,,,,,,,6,0,,0.00%,,,,,,
,CALASIAO,,,,,,,,,,,,,,,,
289,PHILIPPINE COLLEGE OF,0,7,0,7,0.00%,1,,,10,10.00%,1,16,0,17,5.88%,
,TECHNOLOGY,,,,,,,9,0,,,,,,,,
