SCHOOL,% PASSED
ADAMSON UNIVERSITY,39.53%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,50.00%
AEMILIANUM INSTITUTE,0.00%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,14.29%
"AMA COMPUTER COLLEGE DASMARINAS, CAVITE, INC.",25.00%
AMA COMPUTER COLLEGE- ANGELES CITY,0.00%
"AMA COMPUTER COLLEGE-BINAN, LAGUNA",0.00%
AMA COMPUTER COLLEGE- CALAMBA,0.00%
AMA COMPUTER COLLEGE-EAST RIZAL,0.00%
AMA COMPUTER COLLEGE-LIPA CITY,0.00%
AMA COMPUTER COLLEGE- MAKATI CITY,0.00%
AMA COMPUTER COLLEGE- OLONGAPO CITY,0.00%
"AMA COMPUTER COLLEGE-SAN FERNANDO, PAMPANGA",50.00%
AMA COMPUTER COLLEGE- SANTIAGO CITY,0.00%
"AMA COMPUTER COLLEGE-STA. CRUZ, LAGUNA",0.00%
AMA COMPUTER COLLEGE- TACLOBAN,0.00%
"AMA COMPUTER LEARNING CENTER FOUNDATION, INC- ZAMBOANGA",0.00%
"AMA COMPUTER UNIVERSITY- PROJ. 8, QC",0.00%
AMA SCHOOL OF MEDICINE-EAST RIZAL,0.00%
ANDRES BONIFACIO COLLEGE,33.33%
ANGELES UNIVERSITY FOUNDATION,25.00%
AQUINAS UNIVERSITY,75.00%
ASIA PACIFIC COLLEGE,60.00%
ATENEO DE DAVAO UNIVERSITY,61.54%
ATENEO DE MANILA UNIVERSITY- Q.C.,25.00%
ATENEO DE NAGA UNIVERSITY,62.50%
ATENEO DE ZAMBOANGA,50.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),0.00%
BATAAN HEROES MEMORIAL COLLEGE,0.00%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),25.93%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),46.88%
BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECH- (FOR CSPC),31.58%
BICOL UNIVERSITY-POLANGUI,33.33%
BOHOL INSTITUTE OF TECHNOLOGY-TAGBILARAN CITY,0.00%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,52.46%
CAGAYAN DE ORO COLLEGE,0.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,40.00%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,21.43%
CAMIGUIN POLYTECHNIC STATE COLLEGE,33.33%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),0.00%
CARAGA STATE UNIVERSITY- BUTUAN CITY,33.33%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),100.00%
CEBU INSTITUTE OF TECHNOLOGY,34.69%
CEBU TECHNOLOGICAL UNIVERSITY-MAIN (for.CSCST),33.33%
CENTRAL COLLEGES OF THE PHILIPPINES,12.50%
CENTRAL PHILIPPINE UNIVERSITY,33.33%
COLEGIO DE DAGUPAN (for.COMPUTRONIX COLL),38.10%
COLEGIO DE SAN JUAN DE LETRAN-ABUCAY,25.00%
COLEGIO DE SAN JUAN DE LETRAN-CALAMBA,25.00%
COLEGIO SAN AGUSTIN-BACOLOD CITY,18.18%
COLLEGE OF TECHNOLOGICAL SCIENCES-CEBU,0.00%
COLUMBAN COLLEGE-OLONGAPO CITY,23.08%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),37.50%
DE LA SALLE UNIVERSITY- CANLUBANG,55.56%
DE LA SALLE UNIVERSITY- DASMARIÑAS,60.00%
DE LA SALLE UNIVERSITY-LIPA,57.14%
DE LA SALLE UNIVERSITY-MANILA,53.85%
DEVERA INSTITUTE OF TECHNOLOGY,0.00%
DIVINE WORD COLLEGE OF CALAPAN,12.50%
DIVINE WORD COLLEGE OF LAOAG,50.00%
DON BOSCO TECHNICAL COLLEGE-MANDALUYONG,27.27%
"DON BOSCO TECHNOLOGY CENTER- PUNTA PRINCESA,CEBU",30.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,30.77%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,28.13%
EMILIO AGUINALDO COLLEGE- DASMARIÑAS,0.00%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,16.67%
FAR EASTERN UNIVERSITY- MANILA,50.00%
FEATI UNIVERSITY,0.00%
FELLOWSHIP BAPTIST COLLEGE,25.00%
FEU-INSTITUTE OF TECHNOLOGY(FOR. FEU-EAST ASIA COLL),29.85%
FILAMER CHRISTIAN COLLEGE,7.14%
FIRST ASIA INSTITUTE OF TECHNOLOGY & HUMANITIES,50.00%
FULLBRIGHT COLLEGE,33.33%
HOLY ANGEL UNIVERSITY,29.41%
HOLY CROSS OF DAVAO COLLEGE,20.00%
HOLY NAME UNIVERSITY (for.DIVINE WORD-TAGBILARAN),29.41%
"ICCT COLLEGES FOUNDATION,INC(INST.OF CREATIVE COMP TECH INC)",60.00%
JOHN PAUL II COLLEGE,0.00%
JOSE RIZAL MEMORIAL STATE UNIVERSITY-DAPITAN,0.00%
LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),33.33%
LAGUNA STATE POLYTECHNIC UNIV-SN PABLO(LSPC),40.00%
LAGUNA STATE POLYTECHNIC UNIV-STA CRUZ (LSPC),55.56%
LICEO DE CAGAYAN UNIVERSITY,0.00%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,50.00%
LYCEUM OF ILIGAN FOUNDATION,0.00%
LYCEUM OF NORTHERN LUZON,100.00%
"LYCEUM OF THE PHILIPPINES - GEN TRIAS, CAVITE",31.58%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",0.00%
LYCEUM OF THE PHILIPPINES UNIVERSITY-MANILA,0.00%
LYCEUM OF THE PHILIPPINES- LAGUNA (for.LYCEUM INST.OF TECH),50.00%
"LYCEUM SUBIC BAY, INC.",0.00%
MALAYAN COLLEGES LAGUNA,50.00%
MANUEL L. QUEZON UNIVERSITY,50.00%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,40.00%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,51.97%
MARIANO MARCOS STATE UNIVERSITY-BATAC,30.77%
MARINDUQUE STATE COLLEGE- BOAC,40.00%
MATS COLLEGE OF TECHNOLOGY,0.00%
MINDANAO STATE UNIVERSITY- (MAIGO SAT),0.00%
MINDANAO STATE UNIVERSITY- GEN. SANTOS CITY,50.00%
MINDANAO STATE UNIVERSITY- ILIGAN INSTITUTE OF TECHNOLOGY,65.00%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,52.63%
MONDRIAAN AURA COLLEGE,0.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-DASMARINAS,0.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-SAN FERNANDO,0.00%
NATIONAL UNIVERSITY-MANILA,33.33%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,75.00%
NEW ERA UNIVERSITY,15.79%
NORTHWEST SAMAR STATE UNIVERSITY (FOR.TIBURCIO TANCINCO),33.33%
NORTHWESTERN UNIVERSITY,0.00%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",75.00%
NOTRE DAME OF KIDAPAWAN COLLEGE,25.00%
NOTRE DAME OF MARBEL UNIVERSITY,27.27%
NOTRE DAME UNIVERSITY,25.00%
NUEVA VIZCAYA STATE UNIVERSITY (NVPC)-BAMBANG,20.00%
PAMANTASAN NG CABUYAO,50.00%
PAMANTASAN NG LUNGSOD NG MAYNILA,56.52%
PAMANTASAN NG LUNGSOD NG PASIG,25.00%
PANPACIFIC UNIVERSITY NORTH PHILIPPINES (PANG.CST),50.00%
PATRIA SABLE CORPUS COLLEGE,0.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-BATAAN,25.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,43.14%
