SCHOOL,% PASSED
ADAMSON UNIVERSITY,49.06%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,60.00%
AEMILIANUM INSTITUTE,0.00%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,0.00%
AMA COMPUTER COLLEGE- ANGELES CITY,50.00%
"AMA COMPUTER COLLEGE-BINAN, LAGUNA",0.00%
AMA COMPUTER COLLEGE- CABANATUAN CITY,0.00%
AMA COMPUTER COLLEGE-EAST RIZAL,0.00%
AMA COMPUTER COLLEGE-LIPA CITY,22.22%
AMA COMPUTER COLLEGE- MAKATI CITY,0.00%
AMA COMPUTER COLLEGE- MALOLOS,28.57%
AMA COMPUTER COLLEGE- OLONGAPO CITY,25.00%
"AMA COMPUTER COLLEGE-SAN FERNANDO, PAMPANGA",14.29%
AMA COMPUTER COLLEGE- SANTIAGO CITY,25.00%
"AMA COMPUTER COLLEGE-STA. CRUZ, LAGUNA",9.09%
AMA COMPUTER COLLEGE- TACLOBAN,0.00%
AMA COMPUTER COLLEGE- TARLAC CITY,14.29%
AMA COMPUTER COLLEGE- TUGUEGARAO CITY,0.00%
AMA COMPUTER COLLEGE- ZAMBOANGA CITY,11.11%
"AMA COMPUTER UNIVERSITY- PROJ. 8, QC",0.00%
ANDRES BONIFACIO COLLEGE,0.00%
ANGELES UNIVERSITY FOUNDATION,33.33%
AQUINAS UNIVERSITY,37.50%
ASIA PACIFIC COLLEGE,40.00%
ATENEO DE DAVAO UNIVERSITY,100.00%
ATENEO DE MANILA UNIVERSITY- Q.C.,80.00%
ATENEO DE NAGA UNIVERSITY,100.00%
ATENEO DE ZAMBOANGA UNIVERSITY,100.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),50.00%
BATAAN HEROES MEMORIAL COLLEGE,0.00%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),39.62%
BATANGAS STATE UNIVERSITY - ALANGILAN,64.41%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),0.00%
