SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,14.29%
ABRA VALLEY COLLEGE,0.00%
ADAMSON UNIVERSITY,18.57%
AKLAN STATE UNIVERSITY-KALIBO,71.43%
ALDERSGATE COLLEGE,0.00%
ANDRES BONIFACIO COLLEGE,28.57%
ANGELES UNIVERSITY FOUNDATION,33.33%
AQUINAS UNIVERSITY,20.00%
ARAULLO UNIVERSITY,0.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,15.38%
ATENEO DE DAVAO UNIVERSITY,40.00%
ATENEO DE NAGA UNIVERSITY,52.94%
AURORA STATE COLLEGE OF TECHNOLOGY,24.14%
BAGUIO CENTRAL UNIVERSITY,4.26%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),28.57%
BATAAN HEROES MEMORIAL COLLEGE,33.33%
BATAAN PENINSULA STATE UNIVERSITY- BALANGA (for.BATAAN P.S),38.30%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,48.08%
BICOL UNIVERSITY IND'L TECH.(BUCIT)- LEGAZPI,50.00%
BICOL UNIVERSITY-LEGAZPI,33.33%
BOHOL INSTITUTE OF TECHNOLOGY- TAGBILARAN CITY,0.00%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)-TAGBILARAN,47.83%
BULACAN STATE UNIVERSITY (for.BCAT)- MALOLOS,47.54%
BUTUAN DOCTORS COLLEGE (BUTUAN DR. HSP. SCH. OF NRSNG.),0.00%
CAGAYAN DE ORO COLLEGE,20.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,42.42%
CAMARINES NORTE STATE COLLEGE- DAET,76.19%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,38.78%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),14.29%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-TALISAY,76.92%
CATANDUANES STATE COLLEGES- VIRAC,69.84%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),17.39%
CEBU INSTITUTE OF TECHNOLOGY,24.21%
CEBU MARY IMMACULATE COLLEGE,0.00%
CENTRAL COLLEGES OF THE PHILIPPINES,38.46%
CENTRAL LUZON STATE UNIVERSITY,60.00%
CENTRAL MINDANAO COLLEGES,11.11%
CENTRAL MINDANAO UNIVERSITY,55.56%
CENTRAL PHILIPPINE UNIVERSITY,38.89%
COLEGIO DE DAGUPAN (for.COMPUTRONIX COLL),0.00%
COLEGIO DE KIDAPAWAN(for N.COTABATO IT),0.00%
COLEGIO DE LA PURISIMA CONCEPCION,21.05%
COLUMBAN COLLEGE-OLONGAPO CITY,63.33%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),44.44%
