SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,40.00%
ABRA VALLEY COLLEGE,50.00%
ADAMSON UNIVERSITY,30.77%
AKLAN CATHOLIC COLLEGE-(FOR AKLAN COLLEGE)-KALIBO,0.00%
AKLAN STATE UNIVERSITY-KALIBO,37.50%
ALDERSGATE COLLEGE,0.00%
ANDRES BONIFACIO COLLEGE,20.00%
ANGELES UNIVERSITY FOUNDATION,75.00%
AQUINAS UNIVERSITY,14.29%
ARAULLO UNIVERSITY,20.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,50.00%
ATENEO DE DAVAO UNIVERSITY,100.00%
ATENEO DE NAGA UNIVERSITY,60.00%
AURORA STATE COLLEGE OF TECHNOLOGY,44.44%
BAGUIO CENTRAL UNIVERSITY,31.43%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),18.18%
BATAAN HEROES MEMORIAL COLLEGE,25.00%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA (for.BATAAN P.S),31.25%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),48.57%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,0.00%
BICOL UNIVERSITY-LEGAZPI,33.33%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,72.73%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,44.23%
CAGAYAN DE ORO COLLEGE,33.33%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,43.75%
CAMARINES NORTE STATE COLLEGE-DAET,66.67%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,60.00%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,0.00%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),0.00%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-TALISAY,0.00%
CATANDUANES STATE UNIVERSITY - VIRAC,28.13%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),16.67%
CEBU INSTITUTE OF TECHNOLOGY,54.00%
CEBU TECHNOLOGICAL UNIVERSITY-MAIN (for.CSCST),65.00%
CENTRAL COLLEGES OF THE PHILIPPINES,53.85%
CENTRAL LUZON STATE UNIVERSITY,63.04%
CENTRAL MINDANAO COLLEGES,0.00%
CENTRAL MINDANAO UNIVERSITY,55.00%
CENTRAL PHILIPPINE ADVENTIST COLLEGE,100.00%
CENTRAL PHILIPPINE UNIVERSITY,64.29%
COLEGIO DE LA PURISIMA CONCEPCION,0.00%
COLLEGE OF THE IMMACULATE CONCEPTION-CABANATUAN,0.00%
COLUMBAN COLLEGE-OLONGAPO CITY,61.54%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),30.77%
COTABATO CITY STATE POLYTECHNIC COLLEGE,26.47%
DAVAO ORIENTAL STATE COLLEGE OF SCIENCE & TECHNOLOGY,57.89%
DE LA SALLE UNIVERSITY- DASMARIÑAS,70.59%
DE LA SALLE UNIVERSITY-MANILA,91.43%
DIVINE WORD COLLEGE OF CALAPAN,50.00%
DIVINE WORD COLLEGE OF LAOAG,16.67%
DIVINE WORD COLLEGE OF LEGAZPI,19.23%
DIVINE WORD UNIVERSITY- TACLOBAN,0.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,20.69%
EAST CENTRAL COLLEGE,0.00%
EASTERN SAMAR STATE UNIVERSITY - BORONGAN,30.43%
EASTERN SAMAR STATE UNIVERSITY - GUIUAN CAMPUS,50.00%
EASTERN VISAYAS STATE UNIVERSITY (for. L.I.T.)TANAUAN CAMPUS,100.00%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,32.89%
EMILIO AGUINALDO COLLEGE- DASMARIÑAS,50.00%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,22.22%
FAR EASTERN UNIVERSITY- MANILA,60.00%
FATHER SATURNINO URIOS UNIVERSITY (URIOS COLL),19.35%
FEATI UNIVERSITY,9.09%
FELLOWSHIP BAPTIST COLLEGE,50.00%
FEU-EAST ASIA COLLEGE,71.25%
FLORENCIO L. VARGAS COLLEGE- TUGUEGARAO,31.25%
GARCIA COLLEGE OF TECHNOLOGY,42.86%
GUAGUA NATIONAL COLLEGES,40.00%
