SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,11.11%
ABRA VALLEY COLLEGE,0.00%
ADAMSON UNIVERSITY,31.15%
ALDERSGATE COLLEGE,0.00%
ALEJANDRO COLLEGE,0.00%
ANDRES BONIFACIO COLLEGE,31.58%
ANGELES UNIVERSITY FOUNDATION,60.00%
AQUINAS UNIVERSITY,15.00%
ARAULLO UNIVERSITY,9.09%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,0.00%
ATENEO DE DAVAO UNIVERSITY,90.00%
ATENEO DE NAGA,66.67%
AURORA STATE COLLEGE OF TECHNOLOGY,33.33%
BAGUIO CENTRAL UNIVERSITY,13.79%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),0.00%
BATAAN HEROES MEMORIAL COLLEGE,0.00%
BATAAN PENINSULA STATE UNIVERSITY- BALANGA (for.BATAAN P.S),33.33%
BATANGAS STATE UNIVERSITY- BATANGAS CITY,61.36%
BICOL UNIVERSITY IND'L TECH.(BUCIT)- LEGAZPI,0.00%
BICOL UNIVERSITY-LEGAZPI,47.06%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)-TAGBILARAN,59.26%
BULACAN STATE UNIVERSITY (for.BCAT)- MALOLOS,51.92%
CAGAYAN DE ORO COLLEGE,40.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,62.86%
CAMARINES NORTE STATE COLLEGE- DAET,50.00%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,35.00%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,0.00%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),27.27%
CARLOS C. HILADO MEMORIAL STATE COLLEGE-TALISAY,59.09%
CATANDUANES STATE COLLEGES- VIRAC,43.18%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),13.33%
CEBU INSTITUTE OF TECHNOLOGY,36.05%
CENTRAL COLLEGES OF THE PHILIPPINES,0.00%
CENTRAL LUZON STATE UNIVERSITY,51.43%
CENTRAL MINDANAO COLLEGES,14.29%
CENTRAL MINDANAO UNIVERSITY,56.25%
CENTRAL PHILIPPINE UNIVERSITY,64.29%
COLEGIO DE DAGUPAN (for.COMPUTRONIX COLL),33.33%
COLEGIO DE KIDAPAWAN(for N.COTABATO IT),0.00%
COLEGIO DE LA PURISIMA CONCEPCION,13.33%
COLUMBAN COLLEGE-OLONGAPO CITY,84.21%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),43.75%
COTABATO CITY STATE POLYTECHNIC COLLEGE,29.41%
DAVAO ORIENTAL STATE COLLEGE OF SCIENCE & TECHNOLOGY,38.46%
DE LA SALLE UNIVERSITY-DASMARIÑAS,40.00%
