SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,20.00%
ADAMSON UNIVERSITY,39.51%
AKLAN CATHOLIC COLLEGE-KALIBO,0.00%
ALDERSGATE COLLEGE,66.67%
ALEJANDRO COLLEGE,0.00%
ANDRES BONIFACIO COLLEGE,28.57%
ANGELES UNIVERSITY FOUNDATION,60.00%
AQUINAS UNIVERSITY,20.00%
ARAULLO UNIVERSITY,75.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,0.00%
ATENEO DE DAVAO UNIVERSITY,66.67%
ATENEO DE NAGA UNIVERSITY,41.67%
AURORA STATE COLLEGE OF TECHNOLOGY,0.00%
BAGUIO CENTRAL UNIVERSITY,16.22%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),25.00%
BATAAN HEROES MEMORIAL COLLEGE,0.00%
BATAAN PENINSULA STATE UNIVERSITY- BALANGA (for.BATAAN P.S),33.33%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),70.59%
BICOL UNIVERISTY-DARAGA,0.00%
BICOL UNIVERSITY IND'L TECH.(BUCIT)- LEGAZPI,0.00%
BICOL UNIVERSITY-LEGAZPI,31.48%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)-TAGBILARAN,34.78%
BULACAN STATE UNIVERSITY (for.BCAT)- MALOLOS,44.26%
CAGAYAN DE ORO COLLEGE,8.33%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,33.33%
CAMARINES NORTE STATE COLLEGE- DAET,33.33%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,22.22%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,0.00%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),33.33%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-TALISAY,100.00%
CATANDUANES STATE UNIVERSITY - VIRAC,28.57%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),27.27%
CEBU INSTITUTE OF TECHNOLOGY,32.47%
CEBU TECHNOLOGICAL UNIVERSITY- MAIN (for.CSCST),93.33%
CENTRAL COLLEGES OF THE PHILIPPINES,42.86%
CENTRAL LUZON STATE UNIVERSITY,56.67%
CENTRAL MINDANAO COLLEGES,0.00%
CENTRAL MINDANAO UNIVERSITY,70.97%
CENTRAL PHILIPPINE ADVENTIST COLLEGE,66.67%
