SCHOOL,% PASSED
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,15.79%
ABRA VALLEY COLLEGE,33.33%
ADAMSON UNIVERSITY,46.46%
AKLAN CATHOLIC COLLEGE-(FOR AKLAN COLLEGE)-KALIBO,0.00%
AKLAN STATE UNIVERSITY-KALIBO,55.00%
ALDERSGATE COLLEGE,0.00%
ALEJANDRO COLLEGE,0.00%
ANDRES BONIFACIO COLLEGE,22.22%
ANGELES UNIVERSITY FOUNDATION,69.23%
AQUINAS UNIVERSITY,27.78%
ARAULLO UNIVERSITY,25.00%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,25.00%
ATENEO DE DAVAO UNIVERSITY,92.31%
ATENEO DE NAGA UNIVERSITY,65.00%
AURORA STATE COLLEGE OF TECHNOLOGY,68.42%
BAGUIO CENTRAL UNIVERSITY,8.16%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),31.82%
BATAAN HEROES MEMORIAL COLLEGE,50.00%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA (for.BATAAN P.S),50.98%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),59.26%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,100.00%
BICOL UNIVERSITY-LEGAZPI,52.00%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,88.10%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,61.90%
CAGAYAN DE ORO COLLEGE,56.52%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,63.16%
CAMARINES NORTE STATE COLLEGE-DAET,88.89%
CAMARINES SUR POLYTECHNIC COLLEGE-NABUA,51.11%
CAPITOL UNIVERSITY (for.CAGAYAN CAPITOL COLL.),23.08%
CARLOS A. HILADO MEMORIAL STATE COLLEGE-TALISAY,100.00%
CATANDUANES STATE UNIVERSITY - VIRAC,58.33%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),52.63%
CEBU INSTITUTE OF TECHNOLOGY,48.94%
CEBU TECHNOLOGICAL UNIVERSITY-MAIN (for.CSCST),50.00%
CENTRAL COLLEGES OF THE PHILIPPINES,50.00%
CENTRAL LUZON STATE UNIVERSITY,58.06%
CENTRAL MINDANAO COLLEGES,14.29%
CENTRAL MINDANAO UNIVERSITY,53.97%
CENTRAL PHILIPPINE UNIVERSITY,68.18%
