SCHOOL,% PASSED
ABAD SANTOS EDUCATIONAL INSTITUTION,0.00%
ABADA COLLEGE,16.83%
ABE INTERNATIONAL COLLEGE OF BUSINESS & ECONOMICS- BACOLOD,33.33%
ABE INTERNATIONAL COLLEGE OF BUSINESS & ECONOMICS- CABANATUAN,0.00%
ABE INTERNATIONAL COLLEGE OF BUSINESS & ECONOMICS- ILOILO,0.00%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-BANGUED,16.44%
ABRA STATE INST. OF SCIENCE & TECH.(ABRA IST)-LAGANGILANG,19.23%
ABRA VALLEY COLLEGE,16.67%
ABUBAKAR COMPUTER LEARNING CENTER,0.00%
ABUYOG COMMUNITY COLLEGE,9.72%
ACADEMIA DE SAN LORENZO DEMA-ALA,20.00%
ACES TAGUM COLLEGE,5.71%
ADAMSON UNIVERSITY,59.09%
ADELPHI COLLEGE,20.22%
ADIONG MEMORIAL COLLEGE FOUNDATION,0.00%
ADIONG MEMORIAL POLYTECHNIC STATE COLLEGE,2.17%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,52.63%
AEMILIANUM INSTITUTE,23.53%
AGO MEDICAL & EDUCATIONAL CENTER-BICOL CHRISTIAN COLL.OF MED,0.00%
"AGONCILLO COLLEGE, INC",0.00%
AGRO FAR EAST FOUNDATION COLLEGE,0.00%
AGRO-INDUSTRIAL FOUNDATION COLLEGES OF THE PHILIPPINES,0.00%
AGUSAN COLLEGES,5.48%
AGUSAN DEL SUR COLLEGE,13.46%
AGUSAN DEL SUR STATE COLLEGE OF AGRICULTURE & TECHNOLOGY,14.49%
AGUSAN INSTITUTE OF TECHNOLOGY,0.00%
AKLAN CATHOLIC COLLEGE-(FOR AKLAN COLLEGE)-KALIBO,11.11%
AKLAN STATE UNIVERSITY(AKLAN S.C.A.)-BANGA,47.54%
AKLAN STATE UNIVERSITY-IBAJAY,43.08%
AKLAN STATE UNIVERSITY- NATIONAL COLLEGE OF FISHERIES,0.00%
AKLAN STATE UNIVERSITY-NEW WASHINGTON,7.69%
ALANGALANG AGRO INDUSTRIAL SCHOOL,0.00%
ALDERSGATE COLLEGE,25.00%
ALEJANDRO COLLEGE,0.00%
"ALEMARZ SCH. OF SCIENCE & TECH FOUND INC.- VALENCIA,BUKIDNON",0.00%
ALFELOR SR. MEMORIAL COLLEGE,14.29%
"ALPHA CENTAURI EDUCATIONAL SYSTEM, INC.-LUCENA CITY",0.00%
ALTAVAS COLLEGE,36.36%
AMA COMPUTER COLLEGE- CAGAYAN DE ORO,0.00%
AMA COMPUTER COLLEGE- LUCENA CITY,0.00%
AMANDO COPE COLLEGE,22.22%
ANDRES BONIFACIO COLLEGE,27.54%
ANDRES SORIANO COLLEGE,13.24%
ANDRES SORIANO MEMORIAL COLLEGE,41.38%
ANGELES UNIVERSITY FOUNDATION,52.17%
ANNUNCIATION COLLEGE,11.76%
"ANTONIO R. PACHECO COLLEGE, INC",2.00%
APAYAO STATE COLLEGE- CONNER,18.46%
APAYAO STATE COLLEGE-LUNA CAMPUS,24.32%
AQUINAS UNIVERSITY,31.58%
ARAULLO UNIVERSITY,22.79%
ARELLANO UNIVERSITY - MANDALUYONG,0.00%
ARELLANO UNIVERSITY-MALABON,17.65%
ARELLANO UNIVERSITY-MANILA,7.41%
ARELLANO UNIVERSITY-PASAY,23.08%
ARELLANO UNIVERSITY-PASIG,24.00%
"ARRIESGADO COLLEGE FOUNDATION, INC.",55.00%
ASBURRY COLLEGE,14.67%
"ASIA COLLEGE OF ADVANCE STUDIES IN ARTS, SCIENCES & TECH.",1.64%
ASIA PACIFIC COLLEGE OF ADVANCED STUDIES,23.53%
ASIA SCHOOL OF ARTS & SCIENCES,0.00%
ASIAN COLLEGE OF TECHNOLOGY,73.33%
ASIAN COLLEGES AND TECHNOLOGICAL INST. INC- NORTH COTABATO,23.08%
ASIAN DEVELOPMENT FOUNDATION COLLEGE,9.26%
ASSUMPTION ACADEMY OF MAWAB,0.00%
ASSUMPTION COLLEGE OF DAVAO,31.25%
ASSUMPTION COLLEGE OF NABUNTURAN,55.00%
ASSUMPTION COLLEGE-MAKATI,100.00%
ATENEO DE DAVAO UNIVERSITY,92.31%
ATENEO DE NAGA UNIVERSITY,81.67%
ATENEO DE ZAMBOANGA UNIVERSITY,66.67%
AURORA PIONEERS MEMORIAL COLLEGE,14.29%
AURORA STATE COLLEGE OF TECHNOLOGY,83.33%
"AVE MARIA COLLEGE - VALLESVILLE-FATIMA, LILOY ZDN",26.32%
