SCHOOL,% PASSED
ADAMSON UNIVERSITY,54.55%
AKLAN STATE UNIVERSITY-KALIBO,75.00%
AQUINAS UNIVERSITY,38.46%
ARAULLO UNIVERSITY,60.00%
ATENEO DE DAVAO UNIVERSITY,66.67%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA (for.BATAAN P.S),67.65%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),57.14%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,100.00%
BICOL UNIVERSITY-LEGAZPI,42.55%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,84.62%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,72.92%
CAGAYAN DE ORO COLLEGE,38.10%
CAMARINES SUR POLYTECHNIC COLLEGES(BICAT)-NAGA,73.68%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,60.00%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),42.86%
CEBU INSTITUTE OF TECHNOLOGY,59.26%
CENTRAL COLLEGES OF THE PHILIPPINES,22.22%
COLUMBAN COLLEGE-OLONGAPO CITY,72.73%
DE LA SALLE UNIVERSITY- DASMARIÑAS,60.00%
DIVINE WORD COLLEGE OF LAOAG,0.00%
DON BOSCO TECHNICAL COLLEGE-MANDALUYONG,100.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,55.93%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,63.64%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,37.50%
FAR EASTERN UNIVERSITY- MANILA,52.29%
FEATI UNIVERSITY,0.00%
FOUNDATION UNIVERSITY,0.00%
HOLY ANGEL UNIVERSITY,69.57%
ISABELA STATE UNIVERSITY- ILAGAN,40.00%
LA CONSOLACION COLLEGE- BACOLOD CITY,67.74%
LUZONIAN UNIVERSITY FOUNDATION-LUCENA CITY,0.00%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,66.67%
MANUEL L. QUEZON UNIVERSITY,21.43%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,44.44%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,62.16%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,78.57%
MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,50.00%
NATIONAL UNIVERSITY-MANILA,27.78%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,84.62%
NORTHWESTERN UNIVERSITY,38.46%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",50.00%
NOTRE DAME OF MARBEL UNIVERSITY,100.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY- CABANATUAN),63.33%
PALAWAN STATE UNIVERSITY-P. PRINCESA,57.14%
PAMANTASAN NG LUNGSOD NG MAYNILA,94.59%
PANGASINAN STATE UNIVERSITY- URDANETA,100.00%
PHILIPPINE COLLEGE OF SCIENCE & TECHNOLOGY- CALASIAO,100.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,80.49%
RIZAL TECHNOLOGICAL UNIVERSITY,66.67%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,25.00%
SAINT LOUIS COLLEGE OF SAN FERNANDO,71.43%
SAINT LOUIS UNIVERSITY,81.58%
SAINT MARY'S UNIVERSITY,66.67%
SORSOGON STATE COLLEGE- SORSOGON,44.44%
SURIGAO EDUCATION CENTER,50.00%
TARLAC STATE UNIVERSITY (TARLAC COLLEGE OF TECH.),43.48%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,34.48%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,40.35%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,78.57%
UNIVERSITY OF ANTIQUE-SIBALOM,50.00%
UNIVERSITY OF BAGUIO,66.67%
UNIVERSITY OF BOHOL,35.29%
UNIVERSITY OF LUZON (LUZON COLL.),20.00%
UNIVERSITY OF MINDANAO- DAVAO CITY,35.00%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,25.00%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,50.00%
UNIVERSITY OF NUEVA CACERES,66.67%
UNIVERSITY OF PANGASINAN,50.00%
UNIVERSITY OF SAINT ANTHONY,28.57%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,80.00%
UNIVERSITY OF SAN AGUSTIN,58.62%
UNIVERSITY OF SAN CARLOS,90.00%
UNIVERSITY OF SANTO TOMAS,81.89%
UNIVERSITY OF SOUTHERN PHILIPPINES,40.00%
UNIVERSITY OF THE ASSUMPTION,30.00%
UNIVERSITY OF THE CORDILLERAS (for.BAGUIO C.F.),62.50%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,100.00%
UNIVERSITY OF THE PHILIPPINES- MINDANAO,100.00%
UNIVERSITY OF THE VISAYAS- CEBU CITY,36.67%
WESTERN MINDANAO STATE U- ZAMBOANGA CITY,58.82%
WESTERN VISAYAS COLLEGE OF SCIENCE & TECHNOLOGY-LA PAZ,66.67%
