SCHOOL,% PASSED
ADAMSON UNIVERSITY,51.22%
AKLAN STATE UNIVERSITY-KALIBO,37.50%
AQUINAS UNIVERSITY,33.33%
ARAULLO UNIVERSITY,33.33%
ATENEO DE DAVAO UNIVERSITY,75.76%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),53.66%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA,0.00%
BATANGAS STATE UNIVERSITY - ALANGILAN,46.43%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),50.00%
BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECH- (FOR CSPC),60.00%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,100.00%
BICOL UNIVERSITY-DARAGA,0.00%
BICOL UNIVERSITY-LEGAZPI,53.57%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,54.55%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,45.33%
CAGAYAN DE ORO COLLEGE,20.00%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,58.33%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),66.67%
CEBU INSTITUTE OF TECHNOLOGY,61.82%
CENTRAL COLLEGES OF THE PHILIPPINES,35.71%
COLUMBAN COLLEGE-OLONGAPO CITY,78.57%
DE LA SALLE UNIVERSITY- COLLEGE OF SAINT BENILDE,55.56%
DE LA SALLE UNIVERSITY- DASMARIÑAS,80.95%
DIVINE WORD COLLEGE OF CALAPAN,80.00%
DIVINE WORD COLLEGE OF LAOAG,33.33%
DON BOSCO TECHNICAL COLLEGE-MANDALUYONG,75.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,50.91%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,38.30%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,41.18%
FAR EASTERN UNIVERSITY- MANILA,56.41%
FAR EASTERN UNIVERSITY- NICANOR REYES MEDICAL FOUNDATION,0.00%
FEATI UNIVERSITY,33.33%
FOUNDATION UNIVERSITY,0.00%
HOLY ANGEL UNIVERSITY,61.76%
HOLY CROSS COLLEGE OF CARIGARA,0.00%
ISABELA STATE UNIVERSITY- ILAGAN,54.55%
LA CONSOLACION COLLEGE- BACOLOD CITY,51.02%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,37.50%
LYCEUM OF ILIGAN FOUNDATION,50.00%
MANUEL L. QUEZON UNIVERSITY,26.09%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,33.33%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,68.29%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,75.00%
MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,0.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-DASMARINAS,50.00%
NATIONAL UNIVERSITY-MANILA,31.82%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,87.50%
NORTHWESTERN UNIVERSITY,23.08%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",50.00%
NOTRE DAME OF MARBEL UNIVERSITY,100.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY- CABANATUAN),38.46%
PALAWAN STATE UNIVERISITY- SAN RAFAEL,0.00%
PALAWAN STATE UNIVERSITY-P. PRINCESA,50.00%
PAMANTASAN NG LUNGSOD NG MAYNILA,85.19%
PANGASINAN STATE UNIVERSITY- URDANETA,83.33%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,68.85%
RIZAL TECHNOLOGICAL UNIVERSITY,66.67%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,27.27%
SAINT LOUIS COLLEGE OF SAN FERNANDO,44.44%
SAINT LOUIS UNIVERSITY,75.93%
SAINT MARY'S UNIVERSITY,71.43%
SORSOGON STATE COLLEGE- SORSOGON,50.00%
SURIGAO EDUCATION CENTER,0.00%
TARLAC STATE UNIVERSITY (TARLAC COLLEGE OF TECH.),26.09%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,38.30%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,45.45%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,86.79%
UNIVERSITY OF ANTIQUE-SIBALOM,33.33%
UNIVERSITY OF BAGUIO,69.23%
UNIVERSITY OF BOHOL,47.37%
UNIVERSITY OF LA SALETTE- SANTIAGO,50.00%
UNIVERSITY OF LUZON (LUZON COLL.),6.67%
UNIVERSITY OF MINDANAO- COTABATO COLLEGE,0.00%
UNIVERSITY OF MINDANAO- DAVAO CITY,27.27%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,16.67%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,62.96%
UNIVERSITY OF NUEVA CACERES,63.16%
UNIVERSITY OF PANGASINAN,39.47%
UNIVERSITY OF SAINT ANTHONY,0.00%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,77.78%
UNIVERSITY OF SAN AGUSTIN,58.33%
UNIVERSITY OF SAN CARLOS,72.31%
UNIVERSITY OF SANTO TOMAS,75.13%
UNIVERSITY OF SOUTHERN PHILIPPINES,42.86%
UNIVERSITY OF THE ASSUMPTION,50.00%
UNIVERSITY OF THE CORDILLERAS (for.BAGUIO C.F.),53.85%
UNIVERSITY OF THE EAST- CALOOCAN,77.78%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,97.56%
UNIVERSITY OF THE PHILIPPINES- MINDANAO,100.00%
UNIVERSITY OF THE VISAYAS- CEBU CITY,13.79%
WESTERN MINDANAO STATE U- ZAMBOANGA CITY,39.13%
WESTERN VISAYAS COLLEGE OF SCIENCE & TECHNOLOGY-LA PAZ,60.00%
