SCHOOL,% PASSED
ABRA VALLEY COLLEGE,0.00%
ADAMSON UNIVERSITY,53.09%
AKLAN STATE UNIVERSITY-KALIBO,35.71%
AQUINAS UNIVERSITY,20.51%
ARAULLO UNIVERSITY,0.00%
ATENEO DE DAVAO UNIVERSITY,80.00%
ATENEO DE ZAMBOANGA UNIVERSITY,100.00%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),55.32%
BATANGAS STATE UNIVERSITY - ALANGILAN,61.36%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),60.00%
BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECH- (FOR CSPC),57.14%
BICOL UNIVERSITY IND'L TECH.(BUCIT)-LEGAZPI,50.00%
BICOL UNIVERSITY-DARAGA,33.33%
BICOL UNIVERSITY-LEGAZPI,63.10%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,37.93%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,67.86%
CAGAYAN DE ORO COLLEGE,42.86%
CAPIZ STATE UNIVERSITY (CIT)(PSPC)-MAIN CAMPUS,72.73%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),60.00%
CEBU INSTITUTE OF TECHNOLOGY - UNIVERSITY,47.14%
CENTRAL COLLEGES OF THE PHILIPPINES,15.79%
COLUMBAN COLLEGE-OLONGAPO CITY,25.00%
DE LA SALLE UNIVERSITY- COLLEGE OF SAINT BENILDE,79.59%
DE LA SALLE UNIVERSITY- DASMARIÑAS,83.33%
DIVINE WORD COLLEGE OF CALAPAN,75.00%
DIVINE WORD COLLEGE OF LAOAG,0.00%
DON BOSCO TECHNICAL COLLEGE-MANDALUYONG,80.00%
DON HONORIO VENTURA TECHNOLOGICAL STATE UNIVERSITY,40.21%
EASTERN VISAYAS STATE UNIVERSITY (for.L.I.T.)TACLOBAN,48.21%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,42.11%
FAR EASTERN UNIVERSITY- MANILA,46.34%
FAR EASTERN UNIVERSITY- NICANOR REYES MEDICAL FOUNDATION,0.00%
FEATI UNIVERSITY,22.22%
FOUNDATION UNIVERSITY,0.00%
HOLY ANGEL UNIVERSITY,65.79%
ILOILO SCIENCE & TECH. UNIV.(FOR WVCST)-MAIN CAMPUS,55.17%
ILOILO SCIENCE & TECH. UNIV.(FOR WVCST)-MIAGAO CAMPUS,0.00%
ISABELA STATE UNIVERSITY- ILAGAN,76.47%
LA CONSOLACION COLLEGE- BACOLOD CITY,46.97%
LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),57.14%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,33.33%
LYCEUM OF ILIGAN FOUNDATION,33.33%
MANUEL L. QUEZON UNIVERSITY,11.11%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,38.24%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,68.29%
MINDANAO POLYTECHNIC STATE COLLEGE (DMMMPSC),0.00%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,75.00%
MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,100.00%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-DASMARINAS,23.08%
NATIONAL UNIVERSITY-MANILA,46.51%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,77.78%
NORTHWESTERN UNIVERSITY,57.14%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",75.00%
NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY- CABANATUAN),44.07%
PALAWAN STATE UNIVERSITY-P. PRINCESA,64.29%
PAMANTASAN NG LUNGSOD NG MAYNILA,61.54%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,78.95%
RIZAL TECHNOLOGICAL UNIVERSITY,30.00%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,33.33%
SAINT LOUIS COLLEGE OF SAN FERNANDO,62.50%
SAINT LOUIS UNIVERSITY,68.03%
SAINT MARY'S UNIVERSITY,62.50%
SORSOGON STATE COLLEGE- SORSOGON,31.03%
SURIGAO EDUCATION CENTER,33.33%
TARLAC STATE UNIVERSITY (TARLAC COLLEGE OF TECH.),40.00%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,40.38%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,46.34%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-CAVITE,0.00%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,69.57%
UNIVERSITY OF ANTIQUE-SIBALOM,37.50%
UNIVERSITY OF BAGUIO,60.00%
UNIVERSITY OF BOHOL,33.33%
UNIVERSITY OF LA SALETTE- SANTIAGO,41.18%
UNIVERSITY OF LUZON (LUZON COLL.),50.00%
UNIVERSITY OF MINDANAO- DAVAO CITY,53.95%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,33.33%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,41.30%
UNIVERSITY OF NUEVA CACERES,65.38%
UNIVERSITY OF PANGASINAN,40.00%
UNIVERSITY OF PERPETUAL HELP RIZAL-CALAMBA CAMPUS,50.00%
UNIVERSITY OF SAINT ANTHONY,16.67%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,74.47%
UNIVERSITY OF SAN AGUSTIN,50.88%
UNIVERSITY OF SAN CARLOS,77.27%
UNIVERSITY OF SANTO TOMAS,84.19%
UNIVERSITY OF SOUTHERN PHILIPPINES,50.00%
UNIVERSITY OF THE ASSUMPTION,35.71%
UNIVERSITY OF THE CORDILLERAS (for.BAGUIO C.F.),60.00%
UNIVERSITY OF THE EAST- CALOOCAN,68.75%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,97.87%
UNIVERSITY OF THE PHILIPPINES- MINDANAO,100.00%
UNIVERSITY OF THE VISAYAS- CEBU CITY,2.94%
URDANETA CITY UNIVERSITY (CCU),0.00%
WESTERN MINDANAO STATE U- ZAMBOANGA CITY,46.15%
