SCHOOL,% PASSED
ADAMSON UNIVERSITY,20.00%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,33.33%
ARAULLO UNIVERSITY,100.00%
ARELLANO UNIVERSITY-MANILA,100.00%
ASSUMPTION COLLEGE-MAKATI,100.00%
ATENEO DE DAVAO UNIVERSITY,92.31%
ATENEO DE MANILA UNIVERSITY- Q.C.,100.00%
ATENEO DE NAGA UNIVERSITY,100.00%
ATENEO DE ZAMBOANGA UNIVERSITY,100.00%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,100.00%
CEBU DOCTORS UNIVERSITY,100.00%
CEBU INSTITUTE OF TECHNOLOGY - UNIVERSITY,100.00%
CENTRO ESCOLAR UNIVERSITY- MANILA,33.33%
DE LA SALLE UNIVERSITY- DASMARIÑAS,83.33%
DE LA SALLE UNIVERSITY-MANILA,100.00%
FOREIGN UNIVERSITY,100.00%
HOLY ANGEL UNIVERSITY,85.71%
HOLY CROSS OF DAVAO COLLEGE,100.00%
LA CONSOLACION COLLEGE- MANILA,100.00%
LA CONSOLACION UNIVERSITY PHILS( FOR UNIV. OF REGINA CARMELI,75.00%
LAGUNA COLLEGE OF BUSINESS & ARTS,50.00%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",62.50%
MANUEL L. QUEZON UNIVERSITY,0.00%
"MIRIAM COLLEGE (for.MARYKNOLL COLL.FDTN,INC)",100.00%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,100.00%
OUR LADY OF FATIMA UNIVERSITY-QC,100.00%
PAMANTASAN NG LUNGSOD NG MAYNILA,85.71%
PHILIPPINE CHRISTIAN UNIVERSITY-MANILA,100.00%
PHILIPPINE WOMEN'S UNIVERSITY-MANILA,50.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,80.95%
RIVERSIDE COLLEGE,0.00%
RIZAL TECHNOLOGICAL UNIVERSITY,0.00%
SACRED HEART SCHOOL OF NURSING,0.00%
SAINT LOUIS UNIVERSITY,90.91%
SAINT PAUL UNIVERSITY-MANILA,0.00%
SAINT PAUL UNIVERSITY-QUEZON CITY,50.00%
SAINT PAUL UNIVERSITY- TUGUEGARAO,53.33%
SAN PEDRO COLLEGE-DAVAO CITY,56.25%
SILLIMAN UNIVERSITY,33.33%
SOUTHVILLE INTERNATIONAL SCHOOL AND COLLEGES,100.00%
UNIVERSITY OF BATANGAS,75.00%
UNIVERSITY OF LA SALETTE- SANTIAGO,100.00%
UNIVERSITY OF MINDANAO- DAVAO CITY,0.00%
UNIVERSITY OF NEGROS OCCIDENTAL-RECOLETOS,75.00%
UNIVERSITY OF PERPETUAL HELP SYSTEM-LAGUNA,100.00%
UNIVERSITY OF SAINT LA SALLE,100.00%
UNIVERSITY OF SAN AGUSTIN,0.00%
UNIVERSITY OF SAN CARLOS,92.31%
UNIVERSITY OF SAN JOSE- RECOLETOS,66.67%
UNIVERSITY OF SANTO TOMAS,85.71%
UNIVERSITY OF THE CORDILLERAS (for.BAGUIO C.F.),60.00%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,100.00%
XAVIER UNIVERSITY,85.71%
,
