SCHOOL,% PASSED
ADAMSON UNIVERSITY,36.05%
ADVENTIST UNIVERSITY OF THE PHILIPPINES,78.57%
"AMA COMPUTER COLLEGE-BINAN, LAGUNA",100.00%
AMA COMPUTER COLLEGE- CABANATUAN CITY,0.00%
"AMA COMPUTER COLLEGE-STA. CRUZ, LAGUNA",0.00%
"AMA COMPUTER UNIVERSITY- PROJ. 8, QC",0.00%
ANGELES UNIVERSITY FOUNDATION,50.00%
AQUINAS UNIVERSITY,50.00%
ARELLANO UNIVERSITY-MANILA,0.00%
ARELLANO UNIVERSITY-PASAY,0.00%
ARELLANO UNIVERSITY-PASIG,0.00%
ASSUMPTION COLLEGE-MAKATI,48.15%
ATENEO DE DAVAO UNIVERSITY,54.76%
ATENEO DE MANILA UNIVERSITY- Q.C.,88.24%
ATENEO DE NAGA UNIVERSITY,48.98%
ATENEO DE ZAMBOANGA,50.00%
BALIUAG UNIVERSITY (BALIUAG COLLEGES),55.56%
BATAAN PENINSULA STATE U- MAIN CAMPUS(FOR BNSAT),50.00%
BATAAN PENINSULA STATE UNIVERSITY-BALANGA,0.00%
BATANGAS STATE UNIVERSITY (for. JPLPC)-MALVAR,50.00%
BATANGAS STATE UNIVERSITY- ARASOF-NASUGBU,0.00%
BATANGAS STATE UNIVERSITY- BATANGAS CITY (PBMIT),26.09%
BOHOL ISLAND STATE UNIVERSITY (FOR.CVSCAFT)- TAGBILARAN,0.00%
BROKENSHIRE COLLEGE,30.00%
BULACAN STATE UNIVERSITY (for.BCAT)-MALOLOS,36.36%
CAGAYAN STATE UNIVERSITY- TUGUEGARAO,26.09%
"CALAYAN EDUCATIONAL FOUNDATION INC.(for.
MED.CTR.LUCENA)",0.00%
CANOSSA COLLEGE,33.33%
"CAP COLLEGE FOUNDATION, INC",100.00%
CAVITE STATE UNIVERSITY (DON SEVERINO AGR'L. COLL.),29.63%
CEBU DOCTORS UNIVERSITY,20.00%
CEBU NORMAL UNIVERSITY (CEBU STATE COLLEGE),50.00%
CENTRAL COLLEGES OF THE PHILIPPINES,0.00%
CENTRAL LUZON STATE UNIVERSITY,42.86%
CENTRAL MINDANAO UNIVERSITY,28.00%
CENTRAL PHILIPPINE UNIVERSITY,68.42%
CENTRO ESCOLAR UNIVERSITY- MAKATI,32.43%
CENTRO ESCOLAR UNIVERSITY- MALOLOS,26.32%
CENTRO ESCOLAR UNIVERSITY- MANILA,43.55%
COLEGIO DE SAN GABRIEL ARCANGEL,100.00%
COLEGIO DE SAN JUAN DE LETRAN-CALAMBA,9.09%
COLEGIO DE SAN JUAN DE LETRAN-INTRAMUROS,52.00%
COLEGIO SAN AGUSTIN-BACOLOD CITY,25.00%
COLLEGE OF THE HOLY SPIRIT OF MANILA,33.33%
COLLEGE OF THE HOLY SPIRIT OF TARLAC,0.00%
COR JESU COLLEGE (HOLY CROSS OF DIGOS),50.00%
DALUBHASAAN NG LUNGSOD NG SAN PABLO,0.00%
"DAVAO DOCTORS COLLEGE, INC.",15.38%
DE LA SALLE UNIVERSITY- DASMARIÑAS,27.66%
DE LA SALLE UNIVERSITY-LIPA,32.88%
DE LA SALLE UNIVERSITY-MANILA,66.67%
"DE LA SALLE-ARANETA UNIVERSITY,INC (GAUF)",45.45%
DIVINE WORD COLLEGE OF CALAPAN,0.00%
DIVINE WORD COLLEGE OF LEGAZPI,9.09%
"DOMINICAN COLLEGE-SAN JUAN, MM",50.00%
DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY- AGOO,0.00%
DR. CARLOS S. LANTING COLLEGE-Q. C.,0.00%
EMILIO AGUINALDO COLLEGE- DASMARIÑAS,0.00%
EMILIO AGUINALDO COLLEGE- MANILA,14.29%
EULOGIO (AMANG) RODRIGUEZ INSTITUTE OF SCIENCE & TECHNOLOGY,21.43%
FAR EASTERN UNIVERSITY- MANILA,40.72%
FEU-INSTITUTE OF TECHNOLOGY(FOR. FEU-EAST ASIA COLL),0.00%
FIRST ASIA INSTITUTE OF TECHNOLOGY & HUMANITIES,60.00%
HOLY ANGEL UNIVERSITY,45.00%
HOLY CROSS OF DAVAO COLLEGE,35.29%
HOLY INFANT COLLEGE,0.00%
HOLY NAME UNIVERSITY (for.DIVINE WORD-TAGBILARAN),33.33%
"ICCT COLLEGES FOUNDATION,INC(INST.OF CREATIVE COMP TECH INC)",0.00%
ISABELA STATE UNIVERSITY- ECHAGUE,11.11%
"JESUS REIGNS CHRISTIAN COLLEGE FOUNDATION, INC",18.75%
JOSE MARIA COLLEGE,0.00%
LA CONSOLACION COLLEGE- BINAN,100.00%
LA CONSOLACION COLLEGE- MANILA,0.00%
LA CONSOLACION UNIVERSITY PHILIPPINES(for. U.REGINA CARMELI),28.57%
LA SALLE COLLEGE-ANTIPOLO(LA SALLE SCHOOL),6.25%
LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),0.00%
LAGUNA COLLEGE,62.50%
LAGUNA COLLEGE OF BUSINESS & ARTS,50.00%
LAGUNA STATE POLYTECHNIC UNIVERSITY-SINILOAN,14.29%
LAGUNA STATE POLYTECHNIC UNIV-SN PABLO(LSPC),5.00%
LICEO DE CAGAYAN UNIVERSITY,20.00%
LORMA COLLEGE,0.00%
LOURDES COLLEGE,33.33%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,100.00%
"LYCEUM OF THE PHILIPPINES - GEN TRIAS, CAVITE",28.57%
"LYCEUM OF THE PHILIPPINES UNIVERSITY-BATANGAS,INC",41.18%
LYCEUM OF THE PHILIPPINES UNIVERSITY-MANILA,29.03%
LYCEUM OF THE PHILIPPINES- LAGUNA (for.LYCEUM INST.OF TECH),50.00%
MANILA CENTRAL UNIVERSITY- CALOOCAN CITY,66.67%
"MANILA TYTANA COLLEGES, INC (for. MANILA DOCTORS COLL)",39.29%
MANUEL L. QUEZON UNIVERSITY,0.00%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,30.00%
MAPUA INSTITUTE OF TECHNOLOGY-MANILA,29.41%
MARTINEZ MEMORIAL COLLEGE,100.00%
"MESSIAH COLLEGE FOUNDATION, INC.",100.00%
MINDANAO STATE UNIVERSITY- ILIGAN INSTITUTE OF TECHNOLOGY,59.62%
MINDANAO STATE UNIVERSITY- MARAWI CITY,80.00%
"MIRIAM COLLEGE (for.MARYKNOLL COLL.FDTN,INC)",45.71%
MISAMIS UNIVERSITY-OZAMIS CITY,0.00%
MONDRIAAN AURA COLLEGE,44.44%
NATIONAL COLLEGE OF SCIENCE & TECHNOLOGY-DASMARINAS,0.00%
NATIONAL TEACHER'S COLLEGE,0.00%
NEW ERA UNIVERSITY,17.71%
NORTHERN LUZON ADVENTIST COLLEGE,0.00%
NORTHWESTERN UNIVERSITY,0.00%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",25.00%
NOTRE DAME OF MARBEL UNIVERSITY,50.00%
NOTRE DAME UNIVERSITY,33.33%
OLIVAREZ COLLEGE-PARAÑAQUE,0.00%
OUR LADY OF FATIMA UNIVERSITY-ANTIPOLO CITY,20.00%
OUR LADY OF FATIMA UNIVERSITY-QC,20.00%
OUR LADY OF FATIMA UNIVERSITY-VALENZUELA,24.00%
PAMANTASAN NG CABUYAO,66.67%
PAMANTASAN NG LUNGSOD NG MAYNILA,58.82%
PAMANTASAN NG LUNGSOD NG MUNTINLUPA (MPC),11.76%
PASIG CATHOLIC COLLEGE,12.50%
PHILIPPINE CHRISTIAN UNIVERSITY-DASMARINAS,50.00%
PHILIPPINE CHRISTIAN UNIVERSITY-MANILA,28.57%
